Gene,p value Black,mutation rates
NAT16,0.021882221559533,0.2
NDUFA5,0.021882221559533,0.2
NEFL,0.021882221559533,0.2
NLRC3,0.021882221559533,0.2
NUBP1,0.021882221559533,0.2
NXF1,0.021882221559533,0.2
ODC1,0.021882221559533,0.2
OR56A3,0.021882221559533,0.2
OTOP1,0.021882221559533,0.2
PANK3,0.021882221559533,0.2
PARP10,0.021882221559533,0.2
PFKFB4,0.021882221559533,0.2
PGAM5,0.021882221559533,0.2
PGK2,0.021882221559533,0.2
PGPEP1L,0.021882221559533,0.2
PHTF1,0.021882221559533,0.2
PIK3C3,0.021882221559533,0.2
PIP,0.021882221559533,0.2
PKNOX2,0.021882221559533,0.2
PLEKHA8,0.021882221559533,0.2
POLR1A,0.021882221559533,0.2
POLR2J4,0.021882221559533,0.2
PPARD,0.021882221559533,0.2
PPIP5K1,0.021882221559533,0.2
PPP3CC,0.021882221559533,0.2
PPT1,0.021882221559533,0.2
PTPN4,0.021882221559533,0.2
PUM2,0.021882221559533,0.2
RAB37,0.021882221559533,0.2
RARRES2,0.021882221559533,0.2
RFPL4A,0.021882221559533,0.2
RGMA,0.021882221559533,0.2
RGR,0.021882221559533,0.2
RGS19,0.021882221559533,0.2
ROR1,0.021882221559533,0.2
RP11-356C4.3,0.021882221559533,0.2
RP11-80F22.15,0.021882221559533,0.2
RSPRY1,0.021882221559533,0.2
SEC63,0.021882221559533,0.2
SEPHS1P1,0.021882221559533,0.2
SERPINB4,0.021882221559533,0.2
SHROOM3,0.021882221559533,0.2
SIGLEC7,0.021882221559533,0.2
SLC13A1,0.021882221559533,0.2
SLC25A2,0.021882221559533,0.2
SLC25A5,0.021882221559533,0.2
SLU7,0.021882221559533,0.2
SMAD2,0.021882221559533,0.2
SMYD3,0.021882221559533,0.2
SNORD115-29,0.021882221559533,0.2
SNORD115-40,0.021882221559533,0.2
SNX5,0.021882221559533,0.2
SSH3,0.021882221559533,0.2
STK11IP,0.021882221559533,0.2
SYCE3,0.021882221559533,0.2
TBC1D14,0.021882221559533,0.2
TCTN3,0.021882221559533,0.2
TFIP11,0.021882221559533,0.2
THPO,0.021882221559533,0.2
TKTL2,0.021882221559533,0.2
TLR7,0.021882221559533,0.2
TLR8,0.021882221559533,0.2
TM7SF3,0.021882221559533,0.2
TMC5,0.021882221559533,0.2
TMEM176B,0.021882221559533,0.2
TMEM206,0.021882221559533,0.2
TOMM5,0.021882221559533,0.2
TRAV17,0.021882221559533,0.2
TRIAP1,0.021882221559533,0.2
TRMT112,0.021882221559533,0.2
UCHL5,0.021882221559533,0.2
UGT1A5,0.021882221559533,0.2
VWCE,0.021882221559533,0.2
WBP11P1,0.021882221559533,0.2
ZC3H8,0.021882221559533,0.2
ZNF135,0.021882221559533,0.2
ZNF142,0.021882221559533,0.2
ZNF300P1,0.021882221559533,0.2
ZNF33B,0.021882221559533,0.2
ZNF688,0.021882221559533,0.2
ZNF71,0.021882221559533,0.2
ZNF732,0.021882221559533,0.2
