Gene,p value Black,mutation rates
IGIP,0.0451901189627159,0.0123456790123457
INSIG1,0.0451901189627159,0.0123456790123457
KCTD15,0.0451901189627159,0.0123456790123457
LCE3C,0.0451901189627159,0.0123456790123457
LEFTY1,0.0451901189627159,0.0123456790123457
LINC00301,0.0451901189627159,0.0123456790123457
LINC00493,0.0451901189627159,0.0123456790123457
LIPH,0.0451901189627159,0.0123456790123457
LMO1,0.0451901189627159,0.0123456790123457
LRAT,0.0451901189627159,0.0123456790123457
LRIT1,0.0451901189627159,0.0123456790123457
LRRC3,0.0451901189627159,0.0123456790123457
MIR6859-3,0.0451901189627159,0.0123456790123457
MRPL3,0.0451901189627159,0.0123456790123457
MSLNL,0.0451901189627159,0.0123456790123457
NANOS1,0.0451901189627159,0.0123456790123457
NDUFA7,0.0451901189627159,0.0123456790123457
NHLH2,0.0451901189627159,0.0123456790123457
OR13A1,0.0451901189627159,0.0123456790123457
OSGIN1,0.0451901189627159,0.0123456790123457
PBX3,0.0451901189627159,0.0123456790123457
PCYT2,0.0451901189627159,0.0123456790123457
PM20D2,0.0451901189627159,0.0123456790123457
POLR2L,0.0451901189627159,0.0123456790123457
PPM1N,0.0451901189627159,0.0123456790123457
RIC8B,0.0451901189627159,0.0123456790123457
RP11-257K9.8,0.0451901189627159,0.0123456790123457
RP11-356C4.3,0.0451901189627159,0.0123456790123457
RP11-526A4.1,0.0451901189627159,0.0123456790123457
RP11-766F14.2,0.0451901189627159,0.0123456790123457
RRP1B,0.0451901189627159,0.0123456790123457
SFRP1,0.0451901189627159,0.0123456790123457
SHARPIN,0.0451901189627159,0.0123456790123457
SLC25A27,0.0451901189627159,0.0123456790123457
SMG1P7,0.0451901189627159,0.0123456790123457
SMURF2P1,0.0451901189627159,0.0123456790123457
SOCS5,0.0451901189627159,0.0123456790123457
SSTR5-AS1,0.0451901189627159,0.0123456790123457
SYNE4,0.0451901189627159,0.0123456790123457
TAS2R19,0.0451901189627159,0.0123456790123457
TCAM1P,0.0451901189627159,0.0123456790123457
TMEM144,0.0451901189627159,0.0123456790123457
TRAV16,0.0451901189627159,0.0123456790123457
TRIQK,0.0451901189627159,0.0123456790123457
U2AF2,0.0451901189627159,0.0123456790123457
UBE2I,0.0451901189627159,0.0123456790123457
VAMP5,0.0451901189627159,0.0123456790123457
VSTM2A,0.0451901189627159,0.0123456790123457
WDR70,0.0451901189627159,0.0123456790123457
WNT8B,0.0451901189627159,0.0123456790123457
YWHAQ,0.0451901189627159,0.0123456790123457
ZFAND2A,0.0451901189627159,0.0123456790123457
NIPBL,0.0407727962348276,0.0
